id,true_label,rationales,post_tokens,text,predicted_label,hate_probability
1179083904269115392_twitter,1,[],"['the' 'jews' 'help' 'other' 'jews' 'the' 'asians' 'help' 'other' 'asians'
 'and' 'white' 'supremacy' 'has' 'wealth' 'frozen' 'in' 'their'
 'community' 'is' 'america' 'was' 'built' 'for' 'whites' 'not' 'blacks'
 'so' 'blacks' 'should' 'help' 'other' 'blacks']",the jews help other jews the asians help other asians and white supremacy has wealth frozen in their community is america was built for whites not blacks so blacks should help other blacks,0,0.32944566
16152907_gab,0,[0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0],"['i' 'swear' 'between' '<user>' 'and' '<user>' 'it' 'an' 'endless'
 'repressed' 'homosexual' 'cacophany' 'of' 'moar' 'black' 'cocks' 'i'
 'want' 'moar' 'black' 'cocks' 'an' 'gay' 'porn' 'it' 'really' 'kind' 'of'
 'sad' 'guys' 'seriously']",i swear between <user> and <user> it an endless repressed homosexual cacophany of moar black cocks i want moar black cocks an gay porn it really kind of sad guys seriously,1,0.88207287
1178490118786600966_twitter,1,[],"['i' 'feel' 'sorry' 'for' 'these' 'obviously' 'mentally' 'sick' 'white'
 'people' 'who' 'are' 'obviously' 'emotionally' 'and' 'intellectually'
 'retarded']",i feel sorry for these obviously mentally sick white people who are obviously emotionally and intellectually retarded,0,0.48604184
12583730_gab,1,[],"['that' 'because' 'u' 'blacks' 'are' 'eight' 'times' 'more' 'likely' 'to'
 'attack' 'a' 'hispanic' 'person' 'than' 'a' 'hispanic' 'person'
 'attacking' 'a' 'black' 'person' 'blacks' 'are' 'twenty' 'seven' 'times'
 'more' 'likely' 'to' 'attack' 'a' 'white' 'person' 'white' 'nfl'
 'players' 'should' 'be' 'kneeling' 'to' 'bring' 'awareness' 'to' 'the'
 'massive' 'black' 'on' 'white' 'violence']",that because u blacks are eight times more likely to attack a hispanic person than a hispanic person attacking a black person blacks are twenty seven times more likely to attack a white person white nfl players should be kneeling to bring awareness to the massive black on white violence,0,0.1724504
25573178_gab,1,[],['hewbris' 'heeb' 'jewbris' 'jew' 'needs' 'to' 'be' 'a' 'thing'],hewbris heeb jewbris jew needs to be a thing,0,0.38577956
25524231_gab,0,[0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['if' 'this' 'soy' 'trend' 'continues' 'women' 'are' 'going' 'to' 'need'
 'ai' 'penises' 'capable' 'of' 'producing' 'sperm' 'with' 'aryan' 'dna'
 'as' 'much' 'as' 'mgtow' 'men' 'are' 'wishing' 'for' 'ai' 'wombs']",if this soy trend continues women are going to need ai penises capable of producing sperm with aryan dna as much as mgtow men are wishing for ai wombs,1,0.7061904
1178694026611937281_twitter,1,[],"['him' 'idc' 'what' 'she' 'says' 'i' 'will' 'grab' 'any' 'woman' 'by'
 'the' 'pussy' 'and' 'fuck' 'you' 'brownies' 'and' 'fuck' 'you' 'fags'
 'and' 'dykes' 'us' 'he' 'a' 'rapist' 'racist' 'homophobe' 'transphobe'
 'you' 'all' 'how' 'can' 'you' 'be' 'so' 'unpatriotic' 'can' 't' 'you'
 'see' 'he' 'is' 'bringing' 'america' 'back' 'to' 'her' 'roots' 'us' 'yup'
 'he' 'sure' 'is']",him idc what she says i will grab any woman by the pussy and fuck you brownies and fuck you fags and dykes us he a rapist racist homophobe transphobe you all how can you be so unpatriotic can t you see he is bringing america back to her roots us yup he sure is,0,0.08748586
8391527_gab,0,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['ill' 'honk' 'as' 'i' 'drive' 'through' 'your' 'ghetto' 'cant' 'stop' 'i'
 'have' 'white' 'business' 'to' 'attend' 'to']",ill honk as i drive through your ghetto cant stop i have white business to attend to,1,0.94858485
1179047731505049600_twitter,1,[],"['1' 'st' 'wave' 'feminism' 'let' 'us' 'vote' 'and' 'shit' 'assholes'
 'modern' 'feminism' 'i' 'hope' 'you' 'get' 'raped' 'for' 'not' 'bowing'
 'at' 'the' 'altar' 'of' 'big' 'government' 'fellow' 'females']",1 st wave feminism let us vote and shit assholes modern feminism i hope you get raped for not bowing at the altar of big government fellow females,0,0.29833803
6709159_gab,0,[1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['frigid' 'childless' 'dykes' 'conned' 'females' 'that' 'white' 'men'
 'are' 'bad' 'mmkay' 'and' 'that' 'child' 'rearing' 'and' 'taking' 'care'
 'of' 'the' 'home' 'wasn' 't' 'valuable' 'its' 'invaluable' 'and' 'always'
 'has' 'been']",frigid childless dykes conned females that white men are bad mmkay and that child rearing and taking care of the home wasn t valuable its invaluable and always has been,1,0.59063166
15920501_gab,1,[],"['our' 'local' 'moslimes' 'are' 'clustered' 'to' 'the' 'south' 'and'
 'south' 'west' 'serbia' 'does' 'not' 'have' 'colored' 'immigrants'
 'moslem' 'or' 'not' 'refugees' 'who' 'got' 'here' 'before' 'surrounding'
 'countries' 'have' 'closed' 'borders' 'are' 'located' 'in' 'special'
 'facilities' 'and' 'very' 'few' 'have' 'managed' 'to' 'escape' 'and'
 'live' 'among' 'general' 'population']",our local moslimes are clustered to the south and south west serbia does not have colored immigrants moslem or not refugees who got here before surrounding countries have closed borders are located in special facilities and very few have managed to escape and live among general population,0,0.49604806
1178573010212548608_twitter,0,[0 0 1 1 1 1 1 0 0 0 0 0 0 0],"['<user>' '<user>' 'nambia' 'and' 'other' 'shithole' 'countries' 'stand'
 'ready' 'with' 'shipments' 'of' 'extra' 'covfefe']",<user> <user> nambia and other shithole countries stand ready with shipments of extra covfefe,1,0.9585377
1093483561489817600_twitter,0,[0 0 0 0 1 1 1 1],['<user>' '<user>' 'why' 'do' 'muzzys' 'hate' 'so' 'much'],<user> <user> why do muzzys hate so much,1,0.8490974
20719350_gab,0,[0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1],"['if' 'you' 'zoom' 'in' 'real' 'close' 'to' 'the' 'dike' 'with' 'the'
 'shaved' 'head' 'you' 'will' 'notice' 'that' 'she' 'has' 'the' 'pupils'
 'of' 'a' 'serpent']",if you zoom in real close to the dike with the shaved head you will notice that she has the pupils of a serpent,1,0.8636793
22105164_gab,1,[],"['i' 'expat' 'i' 'think' 'i' 'might' 'have' 'criticised' 'some' 'muslims'
 'and' 'a' 'bit' 'of' 'islam' 'possibly' 'some' 'jews' 'slightly' 'and'
 'i' 'am' 'afraid' 'to' 'go' 'and' 'visit' 'my' 'elderly' 'relatives' 'i'
 'am' 'pro' 'israel' 'though' 'perhaps' 'that' 'like' 'a' 'sort' 'of'
 'passport' 'now' 'what' 'happening' 'to' 'us']",i expat i think i might have criticised some muslims and a bit of islam possibly some jews slightly and i am afraid to go and visit my elderly relatives i am pro israel though perhaps that like a sort of passport now what happening to us,0,0.4491057
1109854013883932677_twitter,0,[0 0 0 0 0 1 1 1],['<user>' '<user>' 'yes' 'terrorism' 'and' 'hate' 'is' 'islam'],<user> <user> yes terrorism and hate is islam,1,0.9287327
9119135_gab,0,"[0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1
 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1]","['they' 'are' 'going' 'around' 'right' 'now' 'looking' 'for' 'racist'
 'zip' 'codes' 'they' 'are' 'getting' 'into' 'some' 'of' 'the' 'nicest'
 'areas' 'here' 'right' 'now' 'full' 'ghetto' 'bullshit' 'coming' 'in'
 'diversity' 'divides' 'stl' 'is' 'fucking' 'rough' 'and' 'no' 'white'
 'person' 'goes' 'to' 'their' 'neighborhoods' 'for' 'a' 'reason' 'no'
 'reason' 'to' 'invite' 'them' 'in' 'ours']",they are going around right now looking for racist zip codes they are getting into some of the nicest areas here right now full ghetto bullshit coming in diversity divides stl is fucking rough and no white person goes to their neighborhoods for a reason no reason to invite them in ours,1,0.76374817
1145822326572740609_twitter,0,[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],"['i' 'called' 'my' 'boyfriend' 'a' 'broke' 'bitch' 'one' 'time' 'n' 'he'
 'still' 'won' '’' 't' 'unblock' 'me' 'i' 'hate' 'you' 'la' 'niggas' '😭'
 '😭' '😭']",i called my boyfriend a broke bitch one time n he still won ’ t unblock me i hate you la niggas 😭 😭 😭,1,0.9532315
1178728780937998337_twitter,0,[0 0 1 1 1 0 0 0 0 0 0 0 0 0],"['<user>' '<user>' 'listen' 'you' 'faggots' 'it' 'all' 'bollocks' 'you'
 'know' 'twat' 'is' 'the' 'best']",<user> <user> listen you faggots it all bollocks you know twat is the best,1,0.92988735
14708270_gab,1,[],"['moslem' 'migrant' '<number>' 'i' 'know' 'how' 'to' 'color' 'i' 'also'
 'know' 'how' 'to' 'shave' 'and' 'shape' 'my' 'goatie' 'moslem' 'migrant'
 '<number>' 'i' 'want' 'to' 'paint' 'a' 'picture' 'of' 'myself' 'with'
 'facial' 'hair' 'and' 'i' 'can' 'count' 'to' 'potato']",moslem migrant <number> i know how to color i also know how to shave and shape my goatie moslem migrant <number> i want to paint a picture of myself with facial hair and i can count to potato,0,0.044472914
7179173_gab,1,[],['just' 'do' 'not' 'say' 'nigger'],just do not say nigger,0,0.28886992
1177977915662839808_twitter,1,[],['rich' 'twerkin' 'fuck' 'with' 'big' 'ferrari' 'this' 'nigger'],rich twerkin fuck with big ferrari this nigger,0,0.4726226
12802903_gab,0,[1 1 1 1 1 1 1 1 1 1 1],"['only' 'white' 'people' 'will' 'preserve' 'our' 'whiteculture' 'and'
 'europeanheritage' 'tradlife' 'altright']",only white people will preserve our whiteculture and europeanheritage tradlife altright,1,0.92788786
1165629440665235459_twitter,1,[],"['niggaz' 'are' 'drinking' 'black' 'label' 'and' 'corona' 'pre' 'game'
 'lol']",niggaz are drinking black label and corona pre game lol,0,0.028734319
3339603_gab,1,[],"['<user>' 'because' 'i' 'criticize' 'the' 'role' 'jews' 'are' 'playing'
 'in' 'society' 'this' 'is' 'literally' 'some' 'of' 'the' 'most' 'cucked'
 'stuff' 'i' 'have' 'heard' 'are' 'you' 'also' 'critical' 'of' 'asians'
 'for' 'their' 'work' 'ethic' 'or' 'mediterraneans' 'for' 'their' 'fiery'
 'tempers' 'such' 'an' 'immature' 'grouping']",<user> because i criticize the role jews are playing in society this is literally some of the most cucked stuff i have heard are you also critical of asians for their work ethic or mediterraneans for their fiery tempers such an immature grouping,0,0.28517282
9344571_gab,0,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['there' 'really' 'is' 'an' 'international' 'conspiracy' 'to' 'turn' 'all'
 'white' 'countries' 'into' 'non' 'white' 'countries' 'they' 'are'
 'increasingly' 'open' 'about' 'it' 'the' 'neo' 'nazi' 'conspiracy'
 'theorists' 'were' 'not' 'paranoid' 'they' 'were' 'right' 'all' 'along']",there really is an international conspiracy to turn all white countries into non white countries they are increasingly open about it the neo nazi conspiracy theorists were not paranoid they were right all along,1,0.91204524
21198393_gab,0,"[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 1 1 1]","['kike' 'dike' 'kathy' 'schrock' 'is' 'leading' 'educators' 'all' 'over'
 'the' 'nation' 'in' 'ed' 'tech' 'a' 'movement' 'to' 'get' 'your' 'kids'
 'more' 'engulfed' 'in' 'techno' 'addictions' 'ed' 'tech' 'also' 'pushes'
 'children' 'away' 'from' 'local' 'traditions' 'into' 'the' 'curriculum'
 'models' 'of' 'silicon' 'valley' 'altrighteducation']",kike dike kathy schrock is leading educators all over the nation in ed tech a movement to get your kids more engulfed in techno addictions ed tech also pushes children away from local traditions into the curriculum models of silicon valley altrighteducation,1,0.5640535
1178876346635829250_twitter,0,[0 1 0 0 0 1 0 0],['these' 'niggas' 'be' 'tough' 'ass' 'faggots' '😂' '😂'],these niggas be tough ass faggots 😂 😂,1,0.8017807
11901142_gab,1,[],"['i' 'took' 'my' 'black' 'powder' '<number>' 'cal' 'muzzie' 'loader' 'out'
 'to' 'the' 'road' 'mounted' 'on' 'the' 'scope' 'i' 'can' 'even' 'use'
 'rocks' 'when' 'i' 'run' 'out' 'of' 'lead' 'great' 'gun' 'except' 'in'
 'the' 'rain']",i took my black powder <number> cal muzzie loader out to the road mounted on the scope i can even use rocks when i run out of lead great gun except in the rain,0,0.18249835
1178878087230046209_twitter,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 0 0 0]","['<user>' '<user>' 'you' 'all' 'only' 'caring' 'about' 'their' 'hair' 'if'
 'these' 'kids' 'were' 'white' 'it' 'would' 'be' 'different' 'latinos'
 'love' 'playing' 'both' 'sides' 'they' 'your' 'homeboy' 'until' 'u' 'say'
 'mi' 'amigo' 'or' 'deportation' 'then' 'u' 'a' 'porch' 'monkey' 'i'
 'could' 'ever']",<user> <user> you all only caring about their hair if these kids were white it would be different latinos love playing both sides they your homeboy until u say mi amigo or deportation then u a porch monkey i could ever,1,0.92821383
10027973_gab,1,[],"['<number>' 'would' 'you' 'like' 'your' 'nigger' 'tote' 'in' 'the'
 'traybon' 'or' 'the' 'michael' 'brown' 'size' 'sir']",<number> would you like your nigger tote in the traybon or the michael brown size sir,0,0.082180254
23780269_gab,1,[],"['do' 'you' 'lads' 'like' 'yachts' 'are' 'you' 'aware' 'that' 'caligula'
 'had' 'the' 'first' 'yachts' 'built' 'out' 'of' 'wood' 'of' 'course'
 'not' 'because' 'he' 'was' 'deranged' 'and' 'had' 'sex' 'with' 'a'
 'horse' 'maybe' 'just' 'maybe' 'that' 'is' 'a' 'lie' 'no' 'goy'
 '<number>' 'gorrillion' 'jews' 'died']",do you lads like yachts are you aware that caligula had the first yachts built out of wood of course not because he was deranged and had sex with a horse maybe just maybe that is a lie no goy <number> gorrillion jews died,0,0.18952107
22424020_gab,1,[],['muslims' 'and' 'jews' 'are' 'allies'],muslims and jews are allies,0,0.24762337
1179094068338409473_twitter,0,[0 0 0 0 1 0 0 0 0],"['<user>' '<user>' 'notice' 'the' 'towelhead' 'music' 'in' 'the'
 'background']",<user> <user> notice the towelhead music in the background,1,0.7858021
12767758_gab,1,[],"['it' 'will' 'get' 'the' 'same' 'coverage' 'the' 'black' 'moslem' 'serial'
 'killer' 'of' 'gays' 'in' '<number>' 'states' 'got']",it will get the same coverage the black moslem serial killer of gays in <number> states got,0,0.041230027
1178914996580839424_twitter,1,[],"['do' 'not' 'call' 'my' 'phone' 'with' 'nothing' 'to' 'talk' 'about'
 'this' 'late' 'at' 'night' 'and' 'definitely' 'do' 'not' 'call' 'me'
 'phone' 'and' 'use' 'slurs' 'these' 'slurs' 'include' 'retard' 'faggot'
 'tranny' 'spic' 'chink' 'and' 'other' 'offensive' 'ass' 'word' 'i' 'will'
 'literally' 'never' 'talk' 'to' 'you' 'again']",do not call my phone with nothing to talk about this late at night and definitely do not call me phone and use slurs these slurs include retard faggot tranny spic chink and other offensive ass word i will literally never talk to you again,0,0.23731071
1178541520980459520_twitter,1,[],"['the' 'white' 'guilty' 'boy' 'is' 'a' 'faggot' 'the' 'guilty' 'darker'
 'men' 'are' 'idiots' 'and' 'like' 'white' 'nosy' 'whores' 'and' 'skin'
 'color' 'division' 'bcus' 'they' 'have' 'feminine' 'qualities' 'like'
 'females' 'they' 'make' 'no' 'heterosexual' 'kids' 'on' 'any' 'level'
 'even' 'though' 'they' 'claim' 'to' 'be' 'heterosexual' 'you' 'all' 'are'
 'garbage']",the white guilty boy is a faggot the guilty darker men are idiots and like white nosy whores and skin color division bcus they have feminine qualities like females they make no heterosexual kids on any level even though they claim to be heterosexual you all are garbage,0,0.027848449
1179012746781679623_twitter,0,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['<user>' '<user>' 'do' 'not' 'you' 'mean' 'niggers' 'everywhere' '🤔'
 'just' 'seeing' 'how' 'fast' 'i' 'can' 'lose' 'my' 'account' 'with'
 'this' 'word' 'lol']",<user> <user> do not you mean niggers everywhere 🤔 just seeing how fast i can lose my account with this word lol,1,0.9513234
25121240_gab,1,[],"['i' 'love' 'it' 'i' 'have' 'honey' 'bees' 'as' 'well' 'do' 'not' 'know'
 'where' 'your' 'at' 'but' 'here' 'i' 'had' 'to' 'put' 'a' 'fence'
 'around' 'it' 'to' 'keep' 'the' 'coons' 'from' 'knocking' 'my' 'hives'
 'over' 'fact']",i love it i have honey bees as well do not know where your at but here i had to put a fence around it to keep the coons from knocking my hives over fact,0,0.19544049
19156920_gab,1,[],"['a' 'cunardly' 'group' 'sex' 'mobile' 'glory' 'hole' 'device' 'its' 'no3'
 'on' 'the' 'takeaway' 'menu' 'cunardly' 'made' 'ceramic' 'sinks' 'a'
 'cunardly' 'sink' 'chink']",a cunardly group sex mobile glory hole device its no3 on the takeaway menu cunardly made ceramic sinks a cunardly sink chink,0,0.32578862
1177971373035139076_twitter,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],"['<user>' 'this' 'is' 'not' 'funny' 'i' 'am' 'lactating' 'samantha' 'i'
 'need' 'you' 'to' 'film' 'it' 'or' 'else' 'ching' 'chong' 'woman' 'will'
 'drown' 'in' 'auntie' 'tit' 'milk']",<user> this is not funny i am lactating samantha i need you to film it or else ching chong woman will drown in auntie tit milk,1,0.5021362
11147738_gab,1,[],"['is' 'it' 'weird' 'that' 'i' 'do' 'not' 'mind' 'the' 'anti' 'semitism'
 'that' 'i' 'have' 'seen' 'on' 'gab' 'use' 'of' 'the' 'word' 'kike'
 'never' 'had' 'any' 'weight' 'to' 'me' 'also' 'there' 'only' '<number>'
 'million' 'of' 'us' 'in' 'the' 'world' 'and' 'billions' 'hate' 'us' 'how'
 'can' 'we' 'control' 'anything']",is it weird that i do not mind the anti semitism that i have seen on gab use of the word kike never had any weight to me also there only <number> million of us in the world and billions hate us how can we control anything,0,0.10951516
1179038234296193025_twitter,1,[],"['arabs' 'that' 'are' 'obsessed' 'with' 'their' 'white' 'skin' 'are' 'the'
 'first' 'to' 'go' 'in' 'the' 'race' 'war']",arabs that are obsessed with their white skin are the first to go in the race war,0,0.17398883
1802323_gab,1,[],"['just' 'another' 'moslem' 'victim' 'card' 'they' 'eat' 'meat' 'and'
 'pigs' 'are' 'killed' 'in' 'the' 'same' 'slaughter' 'houses' 'as' 'their'
 'meat' 'if' 'this' 'was' 'real' 'every' 'damn' 'moslem' 'in' 'civilised'
 'countries' 'would' 'be' 'vegetarian' '<user>']",just another moslem victim card they eat meat and pigs are killed in the same slaughter houses as their meat if this was real every damn moslem in civilised countries would be vegetarian <user>,0,0.023689471
1178760102012174338_twitter,0,[0 1 1 1 1 1 1 1 1 1],"['being' 'sexually' 'attracted' 'to' 'white' 'guys' 'is' 'a' 'fucking'
 'disease']",being sexually attracted to white guys is a fucking disease,1,0.9315248
4585845_gab,0,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['possibly' 'the' 'single' 'best' 'refutation' 'of' 'islam' 'as' 'a'
 'religion' 'that' 'i' 'have' 'ever' 'come' 'across']",possibly the single best refutation of islam as a religion that i have ever come across,1,0.6932653
19574375_gab,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0],"['imagine' 'being' 'so' 'retarded' 'you' 'think' 'calling'
 'nationalsocialism' 'leftist' 'is' 'an' 'argument' 'while' 'ignoring'
 'the' 'literal' 'jewish' 'communist' 'foundations' 'your' 'ideology' 'is'
 'based' 'on']",imagine being so retarded you think calling nationalsocialism leftist is an argument while ignoring the literal jewish communist foundations your ideology is based on,1,0.80980295
26795547_gab,1,[],"['so' 'an' 'inside' 'joke' 'and' 'i' 'am' 'the' 'so' 'called' 'inept'
 'pelican' 'wow' 'haha' 'go' 'have' 'your' 'silly' 'fun' 'i' 'guess'
 'nigger']",so an inside joke and i am the so called inept pelican wow haha go have your silly fun i guess nigger,0,0.28492406
1162378720855957504_twitter,1,[],['<user>' 'cool' 'now' 'do' 'jews'],<user> cool now do jews,0,0.38745853
1118090272213295105_twitter,1,[],['hot' 'phat' 'ass' 'stash' 'big' 'this' 'nigger' 'this' 'nigger'],hot phat ass stash big this nigger this nigger,0,0.33952644
1178738567616618496_twitter,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0],"['<user>' 'apparently' 'there' 'is' 'some' 'weird' 'edl' 'type' 'plotline'
 'too' 'one' 'of' 'the' 'old' 'main' 'gay' 'characters' 'has' 'been'
 'groomed' 'to' 'become' 'a' 'muzzy' 'hater' 'lmao']",<user> apparently there is some weird edl type plotline too one of the old main gay characters has been groomed to become a muzzy hater lmao,1,0.58887434
24235839_gab,1,[],"['look' 'you' 'were' 'useful' 'in' 'that' 'you' 'gave' 'me' 'the'
 'opportunity' 'to' 'express' 'my' 'own' 'views' 'and' 'a' 'backdrop'
 'against' 'which' 'to' 'set' 'it' 'but' 'i' 'am' 'done' 'and' 'you' 'are'
 'boring' 'so' 'goodbye' 'oh' 'and' 'jews' 'did' 'not' 'put' 'blacks' 'in'
 'south' 'africa' 'reality' 'did' 'that' 'long' 'before' 'we' 'got'
 'there']",look you were useful in that you gave me the opportunity to express my own views and a backdrop against which to set it but i am done and you are boring so goodbye oh and jews did not put blacks in south africa reality did that long before we got there,0,0.060307633
1173971919735066627_twitter,1,[],"['yes' 'you' 'can' 'be' 'a' 'bigoted' 'racist' 'homophobic' 'pile' 'of'
 'redundant' 'protoplasm' 'and' 'others' 'will' 'gladly' 'show' 'your'
 'terrible' 'ass' 'the' 'door']",yes you can be a bigoted racist homophobic pile of redundant protoplasm and others will gladly show your terrible ass the door,0,0.47866592
1177986186989715457_twitter,1,[],"['<user>' 'basically' 'made' 'a' 'towelhead' 'joke' 'about' 'punjabi'
 'ppl' '😐']",<user> basically made a towelhead joke about punjabi ppl 😐,0,0.46705827
13757529_gab,1,[],['nigger' 'you' 'sold' '<number>' 'books' 'all' 'year' 'lol'],nigger you sold <number> books all year lol,0,0.25437003
1242862855390736385_twitter,0,[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1],"['<user>' '<user>' 'tell' 'her' 'to' 'fuck' 'off' 'what' 'the' 'hell' 'is'
 'she' 'doing' 'posing' 'as' 'a' 'rabbi' 'vile' 'common' 'shit' 'bitch']",<user> <user> tell her to fuck off what the hell is she doing posing as a rabbi vile common shit bitch,1,0.94417685
1178807580396806144_twitter,1,[],['bitch' 'sun' 'dyke' 'moon' 'cunt' 'rising'],bitch sun dyke moon cunt rising,0,0.3083985
1105175976613416961_twitter,0,[0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1],"['<user>' 'have' 'you' 'seen' 'the' 'demisexual' 'flag' 'w' 'the'
 'triangle' 'i' 'fucking' 'hate' 'it' 'its' 'like' 'stolen' 'holocaust'
 'symbology']",<user> have you seen the demisexual flag w the triangle i fucking hate it its like stolen holocaust symbology,1,0.95976204
